g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	ArgoUML
		Individual Median F1: 0.8598031028875313
		Individual Median F1: 0.8598031028875313
		Individual Median F1: 0.8598031028875313
		Individual Median F1: 0.8598031028875313
		Individual Median F1: 0.8605657603089956
	Average F1 score:	0.8131311762583083
	Best Individual F1 score:	0.8598031028875313
	F1:	0.8598031028875313
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 69
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8589942415703167
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8588946856938264
		Individual Median F1: 0.8588946856938264
		Individual Median F1: 0.8606912961271271
		Individual Median F1: 0.8596831720251623
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.8606912961271271
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.8587682038834952
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.8616063548102384
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.859895153201234
		Individual Median F1: 0.8438019102990033
	Average F1 score:	0.8276711927697525
	Best Individual F1 score:	0.859895153201234
	F1:	0.859895153201234
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.2068628952519963
	Unknown:	0.904508205055439
Evaluating generation: 70
		Individual Median F1: 0.8873119647505936
		Individual Median F1: 0.8845088864085173
		Individual Median F1: 0.8873119647505936
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8833546274135791
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8867018688646575
		Individual Median F1: 0.885243722842572
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8833546274135791
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8873119647505936
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8834228371231754
		Individual Median F1: 0.8833546274135791
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8833546274135791
		Individual Median F1: 0.8867018688646575
		Individual Median F1: 0.8851814783725418
		Individual Median F1: 0.8833546274135791
		Individual Median F1: 0.8848635271357479
		Individual Median F1: 0.8848635271357479
	Average F1 score:	0.8816390497292997
	Best Individual F1 score:	0.8873119647505936
	F1:	0.8873119647505936
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 71
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.874416733708769
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8704515191865391
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.874416733708769
		Individual Median F1: 0.8736332519193564
		Individual Median F1: 0.874416733708769
		Individual Median F1: 0.8655793457790129
		Individual Median F1: 0.874416733708769
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8772055265063441
		Individual Median F1: 0.8702708891080738
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8717699861225781
		Individual Median F1: 0.8727031589100553
		Individual Median F1: 0.8702708891080738
	Average F1 score:	0.869045572305384
	Best Individual F1 score:	0.8772055265063441
	F1:	0.8772055265063441
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.7721580701778276
	Argument:	0.4317336993399848
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	1.0
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 72
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8627549570426076
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8627549570426076
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8627549570426076
		Individual Median F1: 0.861219372120245
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.861219372120245
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8616623979137877
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.861219372120245
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
		Individual Median F1: 0.8639626876600883
	Average F1 score:	0.8352507630498089
	Best Individual F1 score:	0.8616623979137877
	F1:	0.8616623979137877
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.7721580701778276
	Argument:	0.4317336993399848
	Returns:	0.9024939659433577
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 73
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8677189513885513
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.864002392409537
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8677189513885513
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8686552192764847
		Individual Median F1: 0.8667795729760732
		Individual Median F1: 0.8667795729760732
	Average F1 score:	0.8202634661694495
	Best Individual F1 score:	0.8686552192764847
	F1:	0.8686552192764847
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 74
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.8512743525879423
		Individual Median F1: 0.8773231291037962
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8786186765217858
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.8798300464967133
		Individual Median F1: 0.879830046496713
		Individual Median F1: 0.8798300464967133
	Average F1 score:	0.8503020554540706
	Best Individual F1 score:	0.8786186765217858
	F1:	0.8786186765217858
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.5950664971255155
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	1.0
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 75
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8639848618315878
		Individual Median F1: 0.8630392156862745
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8633815435812107
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8684825147173492
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.863063013997059
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8633815435812107
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8629827089337176
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
		Individual Median F1: 0.8643240480449783
	Average F1 score:	0.854003272397473
	Best Individual F1 score:	0.8684825147173492
	F1:	0.8684825147173492
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.7900844004885055
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 76
		Individual Median F1: 0.8790877851733234
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.8790877851733234
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.8780236615882202
		Individual Median F1: 0.8802339875376202
		Individual Median F1: 0.8802339875376202
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.8802339875376202
		Individual Median F1: 0.8790877851733234
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.8802339875376202
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.8790877851733234
		Individual Median F1: 0.877282993139302
		Individual Median F1: 0.877282993139302
	Average F1 score:	0.8579619196817718
	Best Individual F1 score:	0.8802339875376202
	F1:	0.8802339875376202
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	1.0
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 77
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.866896430325097
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.866896430325097
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.866896430325097
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8664901174597743
		Individual Median F1: 0.8649790036622387
		Individual Median F1: 0.8572080995659868
	Average F1 score:	0.8280820628699973
	Best Individual F1 score:	0.866896430325097
	F1:	0.866896430325097
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.4317336993399848
	Returns:	0.9184826742296638
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 78
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8602534876965491
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8629928232596027
		Individual Median F1: 0.8629928232596027
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
		Individual Median F1: 0.8643928443368742
	Average F1 score:	0.8181668338873564
	Best Individual F1 score:	0.8643928443368742
	F1:	0.8643928443368742
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 79
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
		Individual Median F1: 0.8556108717176365
		Individual Median F1: 0.8564836762428494
	Average F1 score:	0.8225176273355579
	Best Individual F1 score:	0.8564836762428494
	F1:	0.8564836762428494
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9184826742296638
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.7900844004885055
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 80
		Individual Median F1: 0.8723586644378724
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8685577580314423
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.869710306137254
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8685577580314423
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.8667175786668331
		Individual Median F1: 0.868007364395978
		Individual Median F1: 0.8685577580314423
		Individual Median F1: 0.868007364395978
		Individual Median F1: 0.8667175786668331
	Average F1 score:	0.861570970671645
	Best Individual F1 score:	0.8723586644378724
	F1:	0.8723586644378724
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.9599766537553565
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7082702025516707
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 81
		Individual Median F1: 0.8501412299486317
		Individual Median F1: 0.8501412299486317
		Individual Median F1: 0.8481555223715502
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8481555223715502
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8481555223715502
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8481555223715502
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8506728599430087
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8509183941222775
		Individual Median F1: 0.8501412299486317
		Individual Median F1: 0.8490230251207068
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8481555223715502
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
		Individual Median F1: 0.8489347926811681
	Average F1 score:	0.8092560313214808
	Best Individual F1 score:	0.8501412299486317
	F1:	0.8501412299486317
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.4317336993399848
	Returns:	1.0
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 82
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8757023912062671
		Individual Median F1: 0.8757023912062671
		Individual Median F1: 0.8757023912062671
		Individual Median F1: 0.8624852009127816
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8757023912062671
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8709646286734547
		Individual Median F1: 0.8757023912062671
		Individual Median F1: 0.8744536249160739
		Individual Median F1: 0.8709646286734547
	Average F1 score:	0.8410867896994528
	Best Individual F1 score:	0.8709646286734547
	F1:	0.8709646286734547
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8427637661344038
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 83
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8585760517799352
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8585760517799352
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8582123964415799
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520104
		Individual Median F1: 0.8574578469520103
	Average F1 score:	0.8341324186080827
	Best Individual F1 score:	0.8582123964415799
	F1:	0.8582123964415799
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9184826742296638
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	1.0
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 84
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109232
		Individual Median F1: 0.8624814166938445
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8624814166938445
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8624814166938445
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8621638303500573
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8630378118547103
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8630378118547104
		Individual Median F1: 0.8627202255109231
		Individual Median F1: 0.8628966144465651
		Individual Median F1: 0.8627202255109231
	Average F1 score:	0.8383864420321007
	Best Individual F1 score:	0.8630378118547103
	F1:	0.8630378118547103
	Extends:	1.0
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
