g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
		Individual Median F1: 0.8668818416244002
	Average F1 score:	0.8599157879161582
	Best Individual F1 score:	0.8588506711409396
	F1:	0.8588506711409396
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.42155656982619627
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 69
		Individual Median F1: 0.8732441471571907
		Individual Median F1: 0.8732441471571907
		Individual Median F1: 0.8813186813186814
		Individual Median F1: 0.8813186813186814
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.8906183368869935
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.882543802725503
		Individual Median F1: 0.8732441471571907
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.8732441471571907
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.882543802725503
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.886466165413534
		Individual Median F1: 0.8906183368869935
	Average F1 score:	0.8192921568165915
	Best Individual F1 score:	0.8906183368869935
	F1:	0.8906183368869935
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 70
		Individual Median F1: 0.8197637629192154
		Individual Median F1: 0.8296699029126213
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8203812316715542
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
		Individual Median F1: 0.8365771144278606
	Average F1 score:	0.8204602440423873
	Best Individual F1 score:	0.8365771144278606
	F1:	0.8365771144278606
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 71
		Individual Median F1: 0.8713151164355902
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8749940462014765
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
		Individual Median F1: 0.8630030959752322
	Average F1 score:	0.8389149366108516
	Best Individual F1 score:	0.8749940462014765
	F1:	0.8749940462014765
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 72
		Individual Median F1: 0.8605450870141036
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8605450870141036
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8604634831460674
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8604634831460674
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.85926529661757
		Individual Median F1: 0.8604634831460674
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
		Individual Median F1: 0.8608210442407334
	Average F1 score:	0.8636739987406536
	Best Individual F1 score:	0.85926529661757
	F1:	0.85926529661757
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.096046713058316
	Unknown:	0.06840169557540399
Evaluating generation: 73
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8448923162781259
		Individual Median F1: 0.8448923162781259
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8476637463496037
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8454096163511475
		Individual Median F1: 0.8448923162781259
		Individual Median F1: 0.8427172995780591
		Individual Median F1: 0.8454096163511475
	Average F1 score:	0.8506636645709054
	Best Individual F1 score:	0.8476637463496037
	F1:	0.8476637463496037
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 74
		Individual Median F1: 0.7983739837398374
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8097298714922634
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8048780487804879
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
		Individual Median F1: 0.8097298714922633
	Average F1 score:	0.8299814785285641
	Best Individual F1 score:	0.8048780487804879
	F1:	0.8048780487804879
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 75
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8595795707608349
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.851064358280136
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8528698063685435
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
		Individual Median F1: 0.8523919858252693
	Average F1 score:	0.8412139313714728
	Best Individual F1 score:	0.8528698063685435
	F1:	0.8528698063685435
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.22287462648859274
Evaluating generation: 76
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.8403560938463213
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.8448934350188552
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.8403560938463213
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.8380017719621072
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.8403560938463213
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
		Individual Median F1: 0.843016225386684
	Average F1 score:	0.8319975447197224
	Best Individual F1 score:	0.8380017719621072
	F1:	0.8380017719621072
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.05522173788334098
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 77
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8619584282574948
		Individual Median F1: 0.8619584282574948
		Individual Median F1: 0.8619584282574948
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8529592463649394
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8735047655600332
		Individual Median F1: 0.8559903844195
		Individual Median F1: 0.8701782197242637
		Individual Median F1: 0.8529592463649394
	Average F1 score:	0.853590198630238
	Best Individual F1 score:	0.8701782197242637
	F1:	0.8701782197242637
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 78
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8522801837270342
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8499512775199431
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8522801837270342
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
		Individual Median F1: 0.8492806200272087
	Average F1 score:	0.8596049578032372
	Best Individual F1 score:	0.8492806200272087
	F1:	0.8492806200272087
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 79
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8437934228809634
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8583772030212864
		Individual Median F1: 0.8561580882352942
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8437934228809634
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8583772030212864
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8344705882352941
		Individual Median F1: 0.8296963946869069
	Average F1 score:	0.8166756460147074
	Best Individual F1 score:	0.8437934228809634
	F1:	0.8437934228809634
	Extends:	0.7286100069712736
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 80
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8356846803762155
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8356846803762155
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8302264567798952
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8356846803762155
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8356846803762155
		Individual Median F1: 0.8264705882352942
		Individual Median F1: 0.837281399046105
		Individual Median F1: 0.8482212513652676
	Average F1 score:	0.8126939629793265
	Best Individual F1 score:	0.8482212513652676
	F1:	0.8482212513652676
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 81
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8701782197242639
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8719066147859924
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8724352491472258
		Individual Median F1: 0.8723801320700545
		Individual Median F1: 0.8706410348717211
		Individual Median F1: 0.8702033388717463
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8746371614930164
		Individual Median F1: 0.8724352491472258
		Individual Median F1: 0.8706410348717211
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8706410348717211
		Individual Median F1: 0.8573950125674263
		Individual Median F1: 0.8724352491472258
		Individual Median F1: 0.8573950125674263
		Individual Median F1: 0.8712002130199878
		Individual Median F1: 0.8746371614930164
		Individual Median F1: 0.8689810982339956
		Individual Median F1: 0.8706410348717211
		Individual Median F1: 0.8731601731601732
	Average F1 score:	0.7968207552676112
	Best Individual F1 score:	0.8712002130199878
	F1:	0.8712002130199878
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.15242922359219319
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 82
		Individual Median F1: 0.8147535195727966
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8147535195727966
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8100057836899942
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8140300486080423
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8010989010989011
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8268234956609051
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8287718570737439
		Individual Median F1: 0.8163943445012929
		Individual Median F1: 0.8123892236795462
		Individual Median F1: 0.8140300486080423
	Average F1 score:	0.7792427735350903
	Best Individual F1 score:	0.8163943445012929
	F1:	0.8163943445012929
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.08279051751960616
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 83
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8404053514376997
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8422571656050954
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8404053514376997
		Individual Median F1: 0.8436256631299734
		Individual Median F1: 0.8387431173951466
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8436256631299734
		Individual Median F1: 0.8436256631299734
		Individual Median F1: 0.8436256631299734
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8422571656050956
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8404053514376997
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8387431173951466
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
	Average F1 score:	0.8250496782460359
	Best Individual F1 score:	0.8436256631299734
	F1:	0.8436256631299734
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.23355946161065494
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.08279051751960616
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 84
		Individual Median F1: 0.8289445170238191
		Individual Median F1: 0.8289445170238192
		Individual Median F1: 0.821483664639117
		Individual Median F1: 0.821483664639117
		Individual Median F1: 0.821483664639117
		Individual Median F1: 0.8289445170238192
		Individual Median F1: 0.8305072186338319
		Individual Median F1: 0.8289445170238192
		Individual Median F1: 0.8289445170238191
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8418419873308867
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8418419873308867
		Individual Median F1: 0.84030409015836
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.84030409015836
		Individual Median F1: 0.8289445170238191
		Individual Median F1: 0.8281512238714881
		Individual Median F1: 0.8289445170238192
