g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	TeamMates
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.5794777038679478
		Individual Median F1: 0.6132675824820946
		Individual Median F1: 0.5952239429379256
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.61459375
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6187329150099404
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6173586902390438
		Individual Median F1: 0.6173586902390438
	Average F1 score:	0.5891295597471999
	Best Individual F1 score:	0.6187329150099404
	F1:	0.6187329150099404
	Extends:	0.9116274835121202
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 55
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5764920902915921
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5769779044903778
		Individual Median F1: 0.5764920902915921
		Individual Median F1: 0.5769779044903778
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638405
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5750379684638406
		Individual Median F1: 0.5657860824742268
		Individual Median F1: 0.5534733489126714
	Average F1 score:	0.5429510535503079
	Best Individual F1 score:	0.5769779044903778
	F1:	0.5769779044903778
	Extends:	0.9423730713353079
	Implements:	0.192583537083845
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 56
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.651657310879444
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6490171460336019
		Individual Median F1: 0.6443788238472969
		Individual Median F1: 0.6516236698547508
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6443788238472969
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6450772656724475
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6516236698547508
		Individual Median F1: 0.6503229336455536
		Individual Median F1: 0.6485654119505133
		Individual Median F1: 0.6516236698547508
	Average F1 score:	0.6125132821823196
	Best Individual F1 score:	0.6516236698547508
	F1:	0.6516236698547508
	Extends:	0.9423730713353079
	Implements:	0.192583537083845
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 57
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5994652406417113
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.6013333333333333
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5938005390835579
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5975871313672922
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5956989247311828
		Individual Median F1: 0.5938005390835579
		Individual Median F1: 0.5938005390835579
	Average F1 score:	0.5813162184579941
	Best Individual F1 score:	0.5994652406417113
	F1:	0.5994652406417113
	Extends:	0.9116274835121202
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 58
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.5788217054263566
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6002807538401962
		Individual Median F1: 0.6057330057330057
	Average F1 score:	0.5609391884147894
	Best Individual F1 score:	0.6057330057330057
	F1:	0.6057330057330057
	Extends:	0.9116274835121202
	Implements:	0.192583537083845
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.39312170644059924
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 59
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6266326317775945
		Individual Median F1: 0.6266326317775945
		Individual Median F1: 0.6266326317775945
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6352431558760228
		Individual Median F1: 0.6266326317775945
		Individual Median F1: 0.6352431558760228
	Average F1 score:	0.6301629387308991
	Best Individual F1 score:	0.6352431558760228
	F1:	0.6352431558760228
	Extends:	0.9116274835121202
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 60
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6365564932020629
		Individual Median F1: 0.6362268518518519
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6397620418345807
		Individual Median F1: 0.6376338423731789
		Individual Median F1: 0.6376338423731789
	Average F1 score:	0.5604717865639851
	Best Individual F1 score:	0.6376338423731789
	F1:	0.6376338423731789
	Extends:	0.9116274835121202
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 61
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6034742816238879
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6090738423028786
	Average F1 score:	0.6150864475898455
	Best Individual F1 score:	0.6090738423028786
	F1:	0.6090738423028786
	Extends:	0.9116274835121202
	Implements:	0.192583537083845
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.8559771633332371
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 62
		Individual Median F1: 0.6117852393617021
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.624872993294046
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6090738423028786
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6136335377984086
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.624872993294046
		Individual Median F1: 0.6117852393617021
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.624872993294046
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6208317952503999
		Individual Median F1: 0.6208317952503999
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6181623535709139
		Individual Median F1: 0.6136335377984086
		Individual Median F1: 0.6136335377984086
	Average F1 score:	0.5686115552498598
	Best Individual F1 score:	0.624872993294046
	F1:	0.624872993294046
	Extends:	0.9423730713353079
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.4594426024833237
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 63
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6119849867781286
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6061720430107527
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6064984587870632
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6064984587870632
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6053644631230838
		Individual Median F1: 0.6064984587870632
	Average F1 score:	0.6104356039608815
	Best Individual F1 score:	0.6061720430107527
	F1:	0.6061720430107527
	Extends:	0.9423730713353079
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 64
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6063624577048351
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.614657542807149
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6063624577048351
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6228229990118578
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6228229990118578
		Individual Median F1: 0.6228229990118578
		Individual Median F1: 0.6119145465382564
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6228229990118578
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6077588247360863
		Individual Median F1: 0.6228229990118578
	Average F1 score:	0.5957990171870732
	Best Individual F1 score:	0.6228229990118578
	F1:	0.6228229990118578
	Extends:	0.9423730713353079
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 65
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6187936507936508
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6224527030820187
		Individual Median F1: 0.6224527030820187
		Individual Median F1: 0.6213922581161684
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6187936507936508
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6187936507936508
		Individual Median F1: 0.6160718787499875
		Individual Median F1: 0.6196952884191986
		Individual Median F1: 0.6204906204906204
		Individual Median F1: 0.6169255581020286
		Individual Median F1: 0.6106260355149876
	Average F1 score:	0.5930229509906808
	Best Individual F1 score:	0.6224527030820187
	F1:	0.6224527030820187
	Extends:	1.0
	Implements:	0.192583537083845
	Field:	0.4951136337637905
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.389317622085264
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	1.0
	Unknown:	0.06910751574856722
Evaluating generation: 66
		Individual Median F1: 0.6158637738672218
		Individual Median F1: 0.6165573827567399
		Individual Median F1: 0.6148371004295281
		Individual Median F1: 0.6148371004295281
		Individual Median F1: 0.6221220650791184
		Individual Median F1: 0.6148371004295281
		Individual Median F1: 0.6219243263660097
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6219243263660097
		Individual Median F1: 0.6196454402188731
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6196454402188731
		Individual Median F1: 0.6196454402188731
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6228142811797017
		Individual Median F1: 0.6144723608731282
		Individual Median F1: 0.6166642299007424
		Individual Median F1: 0.6175252585943928
		Individual Median F1: 0.6212334988634215
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6228142811797017
		Individual Median F1: 0.6158637738672218
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6165573827567399
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6179404263599111
		Individual Median F1: 0.6196454402188731
		Individual Median F1: 0.6196454402188731
	Average F1 score:	0.6043546197047824
	Best Individual F1 score:	0.6179404263599111
	F1:	0.6179404263599111
	Extends:	0.9423730713353079
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	0.9466084220699014
	Unknown:	0.06910751574856722
Evaluating generation: 67
		Individual Median F1: 0.5824688580594092
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6454849498327759
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6492575354609929
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.636989218800246
		Individual Median F1: 0.6486565550133097
		Individual Median F1: 0.635894632305056
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6492575354609929
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.637480409069896
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6486565550133097
		Individual Median F1: 0.6454849498327759
		Individual Median F1: 0.6466858461037885
		Individual Median F1: 0.6492575354609929
		Individual Median F1: 0.635894632305056
		Individual Median F1: 0.6488035584830705
	Average F1 score:	0.6403372131319124
	Best Individual F1 score:	0.6492575354609929
	F1:	0.6492575354609929
	Extends:	0.9423730713353079
	Implements:	0.2463076830395934
	Field:	0.4951136337637905
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	1.0
	Unknown:	0.06910751574856722
Evaluating generation: 68
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.5960159601596016
		Individual Median F1: 0.5946135472136393
		Individual Median F1: 0.5960159601596016
		Individual Median F1: 0.5960159601596016
		Individual Median F1: 0.5963113038632476
		Individual Median F1: 0.5960159601596016
		Individual Median F1: 0.6020190903930855
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.6020190903930855
		Individual Median F1: 0.5991343801410178
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.5973139289403944
		Individual Median F1: 0.5991343801410178
		Individual Median F1: 0.5991343801410178
		Individual Median F1: 0.6031053009500649
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.5960159601596016
		Individual Median F1: 0.6020190903930855
		Individual Median F1: 0.5946135472136392
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.5947131929729648
		Individual Median F1: 0.5946135472136393
		Individual Median F1: 0.6033122872298313
		Individual Median F1: 0.5946135472136392
		Individual Median F1: 0.5991343801410178
		Individual Median F1: 0.6020190903930855
		Individual Median F1: 0.6023763278896463
		Individual Median F1: 0.5991343801410178
		Individual Median F1: 0.5991343801410178
	Average F1 score:	0.6030926103635081
	Best Individual F1 score:	0.6031053009500649
	F1:	0.6031053009500649
	Extends:	1.0
	Implements:	0.2463076830395934
	Field:	0.3097376190667017
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	1.0
	Unknown:	0.06910751574856722
Evaluating generation: 69
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.6242001585434725
		Individual Median F1: 0.6242001585434725
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.6338390804597701
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.6232840466926071
		Individual Median F1: 0.6242001585434725
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.6077318165418002
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6242001585434725
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.6391685167726042
		Individual Median F1: 0.637343592766896
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6373435927668961
		Individual Median F1: 0.6232840466926071
		Individual Median F1: 0.6373435927668961
	Average F1 score:	0.6035211071374278
	Best Individual F1 score:	0.6391685167726042
	F1:	0.6391685167726042
	Extends:	1.0
	Implements:	0.2463076830395934
	Field:	0.3097376190667017
	Argument:	0.3951723021378634
	Returns:	0.792713355537619
	LocalVar:	0.0
	MethodCall:	0.005817163375733458
	ConstructorCall:	0.8154464890314443
	OwnFieldUse:	0.4967735331171781
	FieldUse:	0.0
	Throws:	0.45773532496261793
	File_Horizontal:	1.0
	File_LevelUp:	0.9822771084665274
	File_LevelDown:	1.0
	Unknown:	0.06910751574856722
Evaluating generation: 70
		Individual Median F1: 0.6293961248825843
		Individual Median F1: 0.6293961248825842
		Individual Median F1: 0.6293961248825842
